FECHA,CAMBIO GTQ/USD,SUPERIOR GTQ/GALON,REGULAR GTQ/GALON,DIESEL GTQ/GALON,BUNKER GTQ/GALON,GTQ/CIL 25 LB,GTQ/LB
2023-08-07,7.86202,37.47,35.97,30.97,19.54,135.0,5.4
2023-08-08,7.86093,37.47,35.97,30.97,19.54,135.0,5.4
2023-08-09,7.86111,37.47,35.97,30.97,19.54,135.0,5.4
2023-08-10,7.86178,37.47,35.97,30.97,19.54,135.0,5.4
2023-08-11,7.8577,37.47,35.97,30.97,19.54,135.0,5.4
2023-08-12,7.8577,37.47,35.97,30.97,19.54,135.0,5.4
2023-08-13,7.8577,37.47,35.97,30.97,19.54,135.0,5.4
2023-08-14,7.85084,37.47,35.97,31.89,20.65,135.0,5.4
2023-08-15,7.85084,37.47,35.97,31.89,20.65,135.0,5.4
2023-08-16,7.84999,37.47,35.97,31.89,20.65,135.0,5.4
2023-08-17,7.85065,37.47,35.97,31.89,20.65,135.0,5.4
2023-08-18,7.85081,37.47,35.97,31.89,20.65,135.0,5.4
2023-08-19,7.85081,37.47,35.97,31.89,20.65,135.0,5.4
2023-08-20,7.85081,37.47,35.97,31.89,20.65,135.0,5.4
2023-08-21,7.8485,37.47,35.97,31.89,20.65,135.0,5.4
2023-08-22,7.8476,37.16,35.66,31.65,20.1,135.0,5.4
2023-08-23,7.8527,37.16,35.66,31.65,20.1,135.0,5.4
2023-08-24,7.86094,37.16,35.66,31.65,20.1,135.0,5.4
2023-08-25,7.86352,37.16,35.66,31.65,20.1,135.0,5.4
2023-08-26,7.86352,37.16,35.66,31.65,20.1,135.0,5.4
2023-08-27,7.86352,37.16,35.66,31.65,20.1,135.0,5.4
2023-08-28,7.86209,37.26,35.76,32.9,20.1,135.0,5.4
2023-08-29,7.86456,37.26,35.76,32.9,20.1,135.0,5.4
2023-08-30,7.86564,37.26,35.76,32.9,20.1,135.0,5.4
2023-08-31,7.87154,37.26,35.76,32.9,20.1,135.0,5.4
2023-09-01,7.87138,37.26,35.76,32.9,20.1,135.0,5.4
2023-09-02,7.87138,37.26,35.76,32.9,20.1,135.0,5.4
2023-09-03,7.87138,37.26,35.76,32.9,20.1,135.0,5.4
2023-09-04,7.86255,37.28,35.77,32.82,20.59,135.0,5.4
2023-09-05,7.87296,37.28,35.77,32.82,20.59,135.0,5.4
2023-09-06,7.86522,37.28,35.77,32.82,20.59,135.0,5.4
2023-09-07,7.86869,37.28,35.77,32.82,20.59,135.0,5.4
2023-09-08,7.87425,37.28,35.77,32.82,20.59,135.0,5.4
2023-09-09,7.87425,37.28,35.77,32.82,20.59,135.0,5.4
2023-09-10,7.87425,37.28,35.77,32.82,20.59,135.0,5.4
2023-09-11,7.86798,36.91,35.42,32.52,21.09,135.0,5.4
2023-09-12,7.86925,36.91,35.42,32.52,21.09,135.0,5.4
2023-09-13,7.87316,36.91,35.42,32.52,21.09,135.0,5.4
2023-09-14,7.87117,36.91,35.42,32.52,21.09,135.0,5.4
2023-09-15,7.87117,36.91,35.42,32.52,21.09,135.0,5.4
2023-09-16,7.87117,36.91,35.42,32.52,21.09,135.0,5.4
2023-09-17,7.87117,36.91,35.42,32.52,21.09,135.0,5.4
2023-09-18,7.8674,36.88,35.4,33.91,21.49,135.0,5.4
2023-09-19,7.8655,36.88,35.4,33.91,21.49,135.0,5.4
2023-09-20,7.86598,36.88,35.4,33.91,21.49,135.0,5.4
2023-09-21,7.86641,36.88,35.4,33.91,21.49,135.0,5.4
2023-09-22,7.86623,36.88,35.4,33.91,21.49,135.0,5.4
2023-09-23,7.86623,36.88,35.4,33.91,21.49,135.0,5.4
2023-09-24,7.86623,36.88,35.4,33.91,21.49,135.0,5.4
2023-09-25,7.86259,37.31,35.82,34.6,21.49,135.0,5.4
2023-09-26,7.85984,37.31,35.82,34.6,21.49,135.0,5.4
2023-09-27,7.86021,37.31,35.82,34.6,21.49,135.0,5.4
2023-09-28,7.85906,37.31,35.82,34.6,21.49,135.0,5.4
2023-09-29,7.85833,37.31,35.82,34.6,21.49,135.0,5.4
2023-09-30,7.85833,37.31,35.82,34.6,21.49,135.0,5.4
2023-10-01,7.85833,37.31,35.82,34.6,21.49,135.0,5.4
2023-10-02,7.85164,36.62,35.12,34.42,21.49,135.0,5.4
2023-10-03,7.84984,36.62,35.12,34.42,21.49,135.0,5.4
2023-10-04,7.85072,36.62,35.12,34.42,21.49,135.0,5.4
2023-10-05,7.84522,36.62,35.12,34.42,21.49,135.0,5.4
2023-10-06,7.84518,36.62,35.12,34.42,21.49,135.0,5.4
2023-10-07,7.84518,36.62,35.12,34.42,21.49,135.0,5.4
2023-10-08,7.84518,36.62,35.12,34.42,21.49,135.0,5.4
2023-10-09,7.84317,35.66,34.16,33.96,21.19,135.0,5.4
2023-10-10,7.85032,35.66,34.16,33.96,21.19,135.0,5.4
2023-10-11,7.84107,35.66,34.16,33.96,21.19,135.0,5.4
2023-10-12,7.84107,35.66,34.16,33.96,21.19,135.0,5.4
2023-10-13,7.84314,35.66,34.16,33.96,21.19,135.0,5.4
2023-10-14,7.84314,35.66,34.16,33.96,21.19,135.0,5.4
2023-10-15,7.84314,35.66,34.16,33.96,21.19,135.0,5.4
2023-10-16,7.83895,35.75,34.25,33.99,21.49,135.0,5.4
2023-10-17,7.84116,35.75,34.25,33.99,21.49,135.0,5.4
2023-10-18,7.84075,35.75,34.25,33.99,21.49,135.0,5.4
2023-10-19,7.83984,35.75,34.25,33.99,21.49,135.0,5.4
2023-10-20,7.83984,35.75,34.25,33.99,21.49,135.0,5.4
2023-10-21,7.83984,35.75,34.25,33.99,21.49,135.0,5.4
2023-10-22,7.83984,35.75,34.25,33.99,21.49,135.0,5.4
2023-10-23,7.83653,35.33,33.83,33.41,20.49,135.0,5.4
2023-10-24,7.83386,35.33,33.83,33.41,20.49,135.0,5.4
2023-10-25,7.83807,35.33,33.83,33.41,20.49,135.0,5.4
2023-10-26,7.84253,35.33,33.83,33.41,20.49,135.0,5.4
2023-10-27,7.84232,35.33,33.83,33.41,20.49,135.0,5.4
2023-10-28,7.84232,35.33,33.83,33.41,20.49,135.0,5.4
2023-10-29,7.84232,35.33,33.83,33.41,20.49,135.0,5.4
2023-10-30,7.83714,34.52,32.99,32.8,20.49,135.0,5.4
2023-10-31,7.83252,34.52,32.99,32.8,20.49,135.0,5.4
2023-11-01,7.83252,34.52,32.99,32.8,20.49,135.0,5.4
2023-11-02,7.8322,34.52,32.99,32.8,20.49,135.0,5.4
2023-11-03,7.83155,34.52,32.99,32.8,20.49,135.0,5.4
2023-11-04,7.83155,34.52,32.99,32.8,20.49,135.0,5.4
2023-11-05,7.83155,34.52,32.99,32.8,20.49,135.0,5.4
2023-11-06,7.82741,32.79,31.28,32.31,19.49,135.0,5.4
2023-11-07,7.82629,32.79,31.28,32.31,19.49,135.0,5.4
2023-11-08,7.82423,32.79,31.28,32.31,19.49,135.0,5.4
2023-11-09,7.82695,32.79,31.28,32.31,19.49,135.0,5.4
2023-11-10,7.82558,32.79,31.28,32.31,19.49,135.0,5.4
2023-11-11,7.82558,32.79,31.28,32.31,19.49,135.0,5.4
2023-11-12,7.82558,32.79,31.28,32.31,19.49,135.0,5.4
2023-11-13,7.82473,31.34,29.85,31.61,18.49,135.0,5.4
2023-11-14,7.82179,31.34,29.85,31.61,18.49,135.0,5.4
2023-11-15,7.82751,31.34,29.85,31.61,18.49,135.0,5.4
2023-11-16,7.82592,31.34,29.85,31.61,18.49,135.0,5.4
2023-11-17,7.82871,31.34,29.85,31.61,18.49,135.0,5.4
2023-11-18,7.82871,31.34,29.85,31.61,18.49,135.0,5.4
2023-11-19,7.82871,31.34,29.85,31.61,18.49,135.0,5.4
2023-11-20,7.82311,29.99,28.52,30.58,18.49,135.0,5.4
2023-11-21,7.82524,29.99,28.52,30.58,18.49,135.0,5.4
2023-11-22,7.82627,29.99,28.52,30.58,18.49,135.0,5.4
2023-11-23,7.82738,29.99,28.52,30.58,18.49,135.0,5.4
2023-11-24,7.82859,29.99,28.52,30.58,18.49,135.0,5.4
2023-11-25,7.82859,29.99,28.52,30.58,18.49,135.0,5.4
2023-11-26,7.82859,29.99,28.52,30.58,18.49,135.0,5.4
2023-11-27,7.82568,29.98,28.49,29.97,19.49,135.0,5.4
2023-11-28,7.82371,29.98,28.49,29.97,19.49,135.0,5.4
2023-11-29,7.82878,29.98,28.49,29.97,19.49,135.0,5.4
2023-11-30,7.82836,29.98,28.49,29.97,19.49,135.0,5.4
2023-12-01,7.82702,29.98,28.49,29.97,19.49,135.0,5.4
2023-12-02,7.82702,29.98,28.49,29.97,19.49,135.0,5.4
2023-12-03,7.82702,29.98,28.49,29.97,19.49,135.0,5.4
2023-12-04,7.823,29.98,28.49,29.97,18.99,135.0,5.4
2023-12-05,7.8243,29.98,28.49,29.97,18.99,135.0,5.4
2023-12-06,7.82262,29.98,28.49,29.97,18.99,135.0,5.4
2023-12-07,7.82636,29.98,28.49,29.97,18.99,135.0,5.4
2023-12-08,7.82393,29.98,28.49,29.97,18.99,135.0,5.4
2023-12-09,7.82393,29.98,28.49,29.97,18.99,135.0,5.4
2023-12-10,7.82393,29.98,28.49,29.97,18.99,135.0,5.4
2023-12-11,7.82128,29.13,27.65,29.11,18.99,135.0,5.4
2023-12-12,7.82288,29.13,27.65,29.11,18.99,135.0,5.4
2023-12-13,7.82022,29.13,27.65,29.11,18.99,135.0,5.4
2023-12-14,7.82158,29.13,27.65,29.11,18.99,135.0,5.4
2023-12-15,7.82399,29.13,27.65,29.11,18.99,135.0,5.4
2023-12-16,7.82399,29.13,27.65,29.11,18.99,135.0,5.4
2023-12-17,7.82399,29.13,27.65,29.11,18.99,135.0,5.4
2023-12-18,7.82053,28.65,27.15,28.62,18.99,115.0,4.6
2023-12-19,7.81987,28.65,27.15,28.62,18.99,115.0,4.6
2023-12-20,7.81999,28.65,27.15,28.62,18.99,115.0,4.6
2023-12-21,7.82248,28.65,27.15,28.62,18.99,115.0,4.6
2023-12-22,7.82434,28.65,27.15,28.62,18.99,115.0,4.6
2023-12-23,7.82434,28.65,27.15,28.62,18.99,115.0,4.6
2023-12-24,7.82434,28.65,27.15,28.62,18.99,115.0,4.6
2023-12-25,7.82434,28.65,27.15,28.62,18.99,115.0,4.6
2023-12-26,7.83014,28.65,27.15,28.62,18.99,115.0,4.6
2023-12-27,7.8235,30.44,28.95,29.47,18.99,115.0,4.6
2023-12-28,7.82702,30.44,28.95,29.47,18.99,115.0,4.6
2023-12-29,7.82702,30.44,28.95,29.47,18.99,115.0,4.6
2023-12-30,7.82702,30.44,28.95,29.47,18.99,115.0,4.6
2023-12-31,7.82702,30.44,28.95,29.47,18.99,115.0,4.6
2022-01-01,7.71912,28.69,27.91,24.51,17.28,122.0,4.88
2022-01-02,7.71912,28.69,27.91,24.51,17.28,122.0,4.88
2022-01-03,7.71912,28.79,27.99,24.6,17.91,122.0,4.88
2022-01-04,7.71745,28.79,27.99,24.6,17.91,122.0,4.88
2022-01-05,7.71558,28.79,27.99,24.6,17.91,122.0,4.88
2022-01-06,7.71823,28.79,27.99,24.6,17.91,122.0,4.88
2022-01-07,7.71343,28.79,27.99,24.6,17.91,122.0,4.88
2022-01-08,7.71343,28.79,27.99,24.6,17.91,122.0,4.88
2022-01-09,7.71343,28.79,27.99,24.6,17.91,122.0,4.88
2022-01-10,7.71101,29.65,28.85,25.46,18.55,122.0,4.88
2022-01-11,7.70832,29.65,28.85,25.46,18.55,122.0,4.88
2022-01-12,7.70898,29.65,28.85,25.46,18.55,122.0,4.88
2022-01-13,7.7062,29.65,28.85,25.46,18.55,122.0,4.88
2022-01-14,7.70777,29.65,28.85,25.46,18.55,122.0,4.88
2022-01-15,7.70777,29.65,28.85,25.46,18.55,122.0,4.88
2022-01-16,7.70777,29.65,28.85,25.46,18.55,122.0,4.88
2022-01-17,7.70046,30.49,29.69,26.49,18.97,122.0,4.88
2022-01-18,7.70453,30.49,29.69,26.49,18.97,122.0,4.88
2022-01-19,7.69958,30.49,29.69,26.49,18.97,122.0,4.88
2022-01-20,7.69537,30.49,29.69,26.49,18.97,122.0,4.88
2022-01-21,7.69195,30.49,29.69,26.49,18.97,122.0,4.88
2022-01-22,7.69195,30.49,29.69,26.49,18.97,122.0,4.88
2022-01-23,7.69195,30.49,29.69,26.49,18.97,122.0,4.88
2022-01-24,7.68855,31.49,30.69,27.49,19.55,122.0,4.88
2022-01-25,7.68581,31.49,30.69,27.49,19.55,122.0,4.88
2022-01-26,7.68541,31.49,30.69,27.49,19.55,122.0,4.88
2022-01-27,7.68649,31.49,30.69,27.49,19.55,122.0,4.88
2022-01-28,7.68995,31.49,30.69,27.49,19.55,122.0,4.88
2022-01-29,7.68995,31.49,30.69,27.49,19.55,122.0,4.88
2022-01-30,7.68995,31.49,30.69,27.49,19.55,122.0,4.88
2022-01-31,7.68981,31.5,30.69,27.98,19.85,122.0,4.88
2022-02-01,7.68555,31.5,30.69,27.98,19.85,122.0,4.88
2022-02-02,7.69221,31.5,30.69,27.98,19.85,122.0,4.88
2022-02-03,7.69189,31.5,30.69,27.98,19.85,122.0,4.88
2022-02-04,7.69495,31.5,30.69,27.98,19.85,122.0,4.88
2022-02-05,7.69495,31.5,30.69,27.98,19.85,122.0,4.88
2022-02-06,7.69495,31.5,30.69,27.98,19.85,122.0,4.88
2022-02-07,7.69122,32.19,32.39,28.58,20.3,122.0,4.88
2022-02-08,7.6886,32.19,32.39,28.58,20.3,122.0,4.88
2022-02-09,7.69229,32.19,32.39,28.58,20.3,122.0,4.88
2022-02-10,7.69531,32.19,32.39,28.58,20.3,122.0,4.88
2022-02-11,7.69226,32.19,32.39,28.58,20.3,122.0,4.88
2022-02-12,7.69226,32.19,32.39,28.58,20.3,122.0,4.88
2022-02-13,7.69226,32.19,32.39,28.58,20.3,122.0,4.88
2022-02-14,7.69255,32.22,31.42,28.61,20.35,122.0,4.88
2022-02-15,7.68841,32.22,31.42,28.61,20.35,122.0,4.88
2022-02-16,7.69562,32.22,31.42,28.61,20.35,122.0,4.88
2022-02-17,7.69349,32.22,31.42,28.61,20.35,122.0,4.88
2022-02-18,7.70039,32.22,31.42,28.61,20.35,122.0,4.88
2022-02-19,7.70039,32.22,31.42,28.61,20.35,122.0,4.88
2022-02-20,7.70039,32.22,31.42,28.61,20.35,122.0,4.88
2022-02-21,7.69849,33.5,32.7,29.88,20.35,122.0,4.88
2022-02-22,7.70788,33.5,32.7,29.88,20.35,122.0,4.88
2022-02-23,7.70468,33.5,32.7,29.88,20.35,122.0,4.88
2022-02-24,7.71285,33.5,32.7,29.88,20.35,122.0,4.88
2022-02-25,7.7169,33.5,32.7,29.88,20.35,122.0,4.88
2022-02-26,7.7169,33.5,32.7,29.88,20.35,122.0,4.88
2022-02-27,7.7169,33.5,32.7,29.88,20.35,122.0,4.88
2022-02-28,7.71322,33.88,33.29,30.09,20.0,122.0,4.88
2022-03-01,7.7044,33.88,33.29,30.09,20.0,142.0,5.68
2022-03-02,7.70543,33.88,33.29,30.09,20.0,142.0,5.68
2022-03-03,7.71199,35.99,35.39,33.09,20.0,142.0,5.68
2022-03-04,7.71002,35.99,35.39,33.09,20.0,142.0,5.68
2022-03-05,7.71002,35.99,35.39,33.09,20.0,142.0,5.68
2022-03-06,7.71002,35.99,35.39,33.09,20.0,142.0,5.68
2022-03-07,7.70431,37.98,37.39,36.09,21.9,142.0,5.68
2022-03-08,7.69932,37.98,37.39,36.09,21.9,142.0,5.68
2022-03-09,7.7011,39.99,39.42,40.25,21.9,147.0,5.88
2022-03-10,7.70164,39.99,39.42,40.25,21.9,147.0,5.88
2022-03-11,7.70105,39.99,39.42,40.25,21.9,147.0,5.88
2022-03-12,7.70105,39.99,39.42,40.25,21.9,147.0,5.88
2022-03-13,7.70105,37.98,37.39,35.48,21.9,147.0,5.88
2022-03-14,7.69793,37.98,37.39,35.48,24.96,147.0,5.88
2022-03-15,7.69146,37.98,37.39,35.48,24.96,147.0,5.88
2022-03-16,7.6951,38.0,37.39,35.7,24.6,147.0,5.88
2022-03-17,7.6938,38.0,37.39,35.7,24.6,147.0,5.88
2022-03-18,7.69159,38.0,37.39,35.7,24.6,142.0,5.68
2022-03-19,7.69159,38.0,37.39,35.7,24.6,142.0,5.68
2022-03-20,7.69159,38.0,37.39,35.7,24.6,142.0,5.68
2022-03-21,7.68837,38.09,34.47,35.66,22.7,142.0,5.68
2022-03-22,7.68464,38.09,34.47,35.66,22.7,142.0,5.68
2022-03-23,7.68438,38.09,34.47,35.66,22.7,142.0,5.68
2022-03-24,7.6827,38.09,34.47,35.66,22.7,142.0,5.68
2022-03-25,7.68169,38.09,34.47,35.66,22.7,142.0,5.68
2022-03-26,7.68169,38.09,34.47,35.66,22.7,142.0,5.68
2022-03-27,7.68169,38.09,34.47,35.66,22.7,142.0,5.68
2022-03-28,7.67889,38.09,34.47,35.66,22.7,142.0,5.68
2022-03-29,7.6783,38.09,34.47,35.66,22.7,142.0,5.68
2022-03-30,7.68052,38.91,38.31,37.39,25.1,142.0,5.68
2022-03-31,7.68025,38.91,38.31,37.39,25.1,142.0,5.68
2022-04-01,7.67947,38.91,38.31,37.39,25.1,122.0,4.88
2022-04-02,7.67947,38.91,38.31,37.39,25.1,122.0,4.88
2022-04-03,7.67947,38.91,38.31,37.39,25.1,122.0,4.88
2022-04-04,7.67499,38.91,38.31,37.39,25.1,122.0,4.88
2022-04-05,7.67298,38.91,38.31,37.39,25.1,122.0,4.88
2022-04-06,7.675,37.98,35.09,32.25,23.66,122.0,4.88
2022-04-07,7.66993,37.98,35.09,32.25,23.66,122.0,4.88
2022-04-08,7.66874,37.98,35.09,32.25,23.66,122.0,4.88
2022-04-09,7.66874,37.98,35.09,32.25,23.66,122.0,4.88
2022-04-10,7.66874,37.98,35.09,32.25,23.66,122.0,4.88
2022-04-11,7.66512,37.98,35.09,32.25,23.66,122.0,4.88
2022-04-12,7.66356,37.37,34.23,32.08,22.94,122.0,4.88
2022-04-13,7.65901,37.37,34.23,32.08,22.94,122.0,4.88
2022-04-14,7.65901,37.37,34.23,32.08,22.94,122.0,4.88
2022-04-15,7.65901,37.37,34.23,32.08,22.94,122.0,4.88
2022-04-16,7.65901,37.37,34.23,32.08,22.94,122.0,4.88
2022-04-17,7.65901,37.37,34.23,32.08,22.94,122.0,4.88
2022-04-18,7.65849,37.37,34.23,32.08,22.94,122.0,4.88
2022-04-19,7.65599,37.37,34.23,32.08,22.94,122.0,4.88
2022-04-20,7.65576,37.66,34.65,32.65,22.94,122.0,4.88
2022-04-21,7.65446,37.66,34.65,32.65,22.94,122.0,4.88
2022-04-22,7.65309,37.66,34.65,32.65,22.94,122.0,4.88
2022-04-23,7.65309,37.66,34.65,32.65,22.94,122.0,4.88
2022-04-24,7.65309,37.66,34.65,32.65,22.94,122.0,4.88
2022-04-25,7.6509,37.66,34.65,32.65,22.94,122.0,4.88
2022-04-26,7.65144,38.42,35.38,34.81,23.42,122.0,4.88
2022-04-27,7.65353,38.42,35.38,34.81,23.42,122.0,4.88
2022-04-28,7.65775,38.42,35.38,34.81,23.42,122.0,4.88
2022-04-29,7.66517,38.42,35.38,34.81,23.42,122.0,4.88
2022-04-30,7.66517,38.42,35.38,34.81,23.42,122.0,4.88
2022-05-01,7.66517,38.42,35.38,34.81,23.42,122.0,4.88
2022-05-02,7.66517,38.42,35.38,34.81,23.42,122.0,4.88
2022-05-03,7.6614,38.42,35.38,34.81,23.42,122.0,4.88
2022-05-04,7.66582,39.26,36.16,37.65,23.27,122.0,4.88
2022-05-05,7.67075,39.26,36.16,37.65,23.27,122.0,4.88
2022-05-06,7.66795,39.26,36.16,37.65,23.27,122.0,4.88
2022-05-07,7.66795,39.26,36.16,37.65,23.27,122.0,4.88
2022-05-08,7.66795,39.26,36.16,37.65,23.27,122.0,4.88
2022-05-09,7.66706,39.26,36.16,37.65,23.27,122.0,4.88
2022-05-10,7.66326,41.65,38.55,38.42,23.57,122.0,4.88
2022-05-11,7.66764,41.65,38.55,38.42,23.57,122.0,4.88
2022-05-12,7.66945,41.65,38.55,38.42,23.57,122.0,4.88
2022-05-13,7.66915,41.65,38.55,38.42,23.57,122.0,4.88
2022-05-14,7.66915,41.65,38.55,38.42,23.57,122.0,4.88
2022-05-15,7.66915,41.65,38.55,38.42,23.57,122.0,4.88
2022-05-16,7.66475,41.65,38.55,38.42,23.57,122.0,4.88
2022-05-17,7.66612,43.24,40.13,35.32,23.27,122.0,4.88
2022-05-18,7.66642,43.24,40.13,35.32,23.27,122.0,4.88
2022-05-19,7.66703,43.24,40.13,35.32,23.27,122.0,4.88
2022-05-20,7.66692,43.24,40.13,35.32,23.27,122.0,4.88
2022-05-21,7.66692,43.24,40.13,35.32,23.27,122.0,4.88
2022-05-22,7.66692,43.24,40.13,35.32,23.27,122.0,4.88
2022-05-23,7.66903,43.24,40.13,35.32,23.27,122.0,4.88
2022-05-24,7.66774,42.98,39.87,32.26,24.15,122.0,4.88
2022-05-25,7.67577,42.98,39.87,32.26,24.15,122.0,4.88
2022-05-26,7.67318,42.98,39.87,32.26,24.15,122.0,4.88
2022-05-27,7.6819,42.98,39.87,32.26,24.15,122.0,4.88
2022-05-28,7.6819,42.98,39.87,32.26,24.15,122.0,4.88
2022-05-29,7.6819,42.98,39.87,32.26,24.15,122.0,4.88
2022-05-30,7.67765,42.98,39.87,32.26,24.15,122.0,4.88
2022-05-31,7.68434,39.14,37.92,30.5,24.52,122.0,4.88
2022-06-01,7.69552,39.14,37.92,30.5,24.52,122.0,4.88
2022-06-02,7.70758,39.14,37.92,30.5,24.52,122.0,4.88
2022-06-03,7.71242,39.14,37.92,30.5,24.52,122.0,4.88
2022-06-04,7.71242,39.14,37.92,30.5,24.52,122.0,4.88
2022-06-05,7.71242,39.14,37.92,30.5,24.52,122.0,4.88
2022-06-06,7.70466,39.14,37.92,30.5,24.52,122.0,4.88
2022-06-07,7.70703,39.71,38.71,32.87,24.52,122.0,4.88
2022-06-08,7.72074,39.71,38.71,32.87,24.52,122.0,4.88
2022-06-09,7.72609,39.71,38.71,32.87,24.52,122.0,4.88
2022-06-10,7.73206,39.71,38.71,32.87,24.52,122.0,4.88
2022-06-11,7.73206,39.71,38.71,32.87,24.52,122.0,4.88
2022-06-12,7.73206,39.71,38.71,32.87,24.52,122.0,4.88
2022-06-13,7.73104,39.71,38.71,32.87,24.52,122.0,4.88
2022-06-14,7.73281,41.51,40.5,35.44,24.37,122.0,4.88
2022-06-15,7.73886,41.51,40.5,35.44,24.37,122.0,4.88
2022-06-16,7.73889,41.51,40.5,35.44,24.37,122.0,4.88
2022-06-17,7.74046,41.51,40.5,35.44,24.37,122.0,4.88
2022-06-18,7.74046,41.51,40.5,35.44,24.37,122.0,4.88
2022-06-19,7.74046,41.51,40.5,35.44,24.37,122.0,4.88
2022-06-20,7.74102,41.51,40.5,35.44,24.37,122.0,4.88
2022-06-21,7.74969,40.63,39.62,36.89,23.77,122.0,4.88
2022-06-22,7.74745,40.63,39.62,36.89,23.77,122.0,4.88
2022-06-23,7.75104,40.63,39.62,36.89,23.77,122.0,4.88
2022-06-24,7.7589,40.63,39.62,36.89,23.77,122.0,4.88
2022-06-25,7.7589,40.63,39.62,36.89,23.77,122.0,4.88
2022-06-26,7.7589,40.63,39.62,36.89,23.77,122.0,4.88
2022-06-27,7.75404,40.63,39.62,36.89,23.77,122.0,4.88
2022-06-28,7.7598,39.43,38.43,36.4,23.52,122.0,4.88
2022-06-29,7.75819,39.43,38.43,36.4,23.52,122.0,4.88
2022-06-30,7.75608,39.43,38.43,36.4,23.52,122.0,4.88
2022-07-01,7.75608,39.43,38.43,36.4,23.52,122.0,4.88
2022-07-02,7.75608,39.43,38.43,36.4,23.52,122.0,4.88
2022-07-03,7.75608,39.43,38.43,36.4,23.52,122.0,4.88
2022-07-04,7.75608,39.43,38.43,36.4,23.52,122.0,4.88
2022-07-05,7.75281,39.17,38.17,33.88,23.09,122.0,4.88
2022-07-06,7.74979,39.17,38.17,33.88,23.09,122.0,4.88
2022-07-07,7.74659,39.17,38.17,33.88,23.09,122.0,4.88
2022-07-08,7.74712,39.17,38.17,33.88,23.09,122.0,4.88
2022-07-09,7.74712,39.17,38.17,33.88,23.09,122.0,4.88
2022-07-10,7.74712,39.17,38.17,33.88,23.09,122.0,4.88
2022-07-11,7.7437,39.17,38.17,33.88,23.09,122.0,4.88
2022-07-12,7.74028,36.56,35.58,31.3,21.74,122.0,4.88
2022-07-13,7.73859,36.56,35.58,31.3,21.74,122.0,4.88
2022-07-14,7.73526,36.56,35.58,31.3,21.74,122.0,4.88
2022-07-15,7.73556,36.56,35.58,31.3,21.74,122.0,4.88
2022-07-16,7.73556,36.56,35.58,31.3,21.74,122.0,4.88
2022-07-17,7.73556,36.56,35.58,31.3,21.74,122.0,4.88
2022-07-18,7.73159,36.56,35.58,31.3,21.74,122.0,4.88
2022-07-19,7.72793,33.66,32.75,31.01,20.15,122.0,4.88
2022-07-20,7.73174,33.66,32.75,31.01,20.15,122.0,4.88
2022-07-21,7.72924,33.66,32.75,31.01,20.15,122.0,4.88
2022-07-22,7.73052,33.66,32.75,31.01,20.15,122.0,4.88
2022-07-23,7.73052,33.66,32.75,31.01,20.15,122.0,4.88
2022-07-24,7.73052,33.66,32.75,31.01,20.15,122.0,4.88
2022-07-25,7.7278,33.66,32.75,31.01,20.15,122.0,4.88
2022-07-26,7.72833,32.69,31.76,29.9,21.2,122.0,4.88
2022-07-27,7.73171,32.69,31.76,29.9,21.2,122.0,4.88
2022-07-28,7.73485,32.69,31.76,29.9,21.2,122.0,4.88
2022-07-29,7.73654,32.69,31.76,29.9,21.2,122.0,4.88
2022-07-30,7.73654,32.69,31.76,29.9,21.2,122.0,4.88
2022-07-31,7.73654,32.69,31.76,29.9,21.2,122.0,4.88
2022-08-01,7.72946,32.69,31.76,29.9,21.2,122.0,4.88
2022-08-02,7.72848,32.37,31.47,29.37,22.05,122.0,4.88
2022-08-03,7.73292,32.37,31.47,29.37,22.05,122.0,4.88
2022-08-04,7.7333,32.37,31.47,29.37,22.05,122.0,4.88
2022-08-05,7.73337,32.37,31.47,29.37,22.05,122.0,4.88
2022-08-06,7.73337,32.37,31.47,29.37,22.05,122.0,4.88
2022-08-07,7.73337,32.37,31.47,29.37,22.05,122.0,4.88
2022-08-08,7.72989,32.37,31.47,29.37,22.05,122.0,4.88
2022-08-09,7.7258,35.64,34.75,33.98,21.35,122.0,4.88
2022-08-10,7.73248,35.64,34.75,33.98,21.35,122.0,4.88
2022-08-11,7.73132,35.64,34.75,33.98,21.35,122.0,4.88
2022-08-12,7.734,35.64,34.75,33.98,21.35,122.0,4.88
2022-08-13,7.734,35.64,34.75,33.98,21.35,122.0,4.88
2022-08-14,7.734,35.64,34.75,33.98,21.35,122.0,4.88
2022-08-15,7.734,35.64,34.75,33.98,21.35,122.0,4.88
2022-08-16,7.72649,36.32,35.39,35.1,21.13,122.0,4.88
2022-08-17,7.72851,36.32,35.39,35.1,21.13,122.0,4.88
2022-08-18,7.73095,36.32,35.39,35.1,21.13,122.0,4.88
2022-08-19,7.7278,36.32,35.39,35.1,21.13,122.0,4.88
2022-08-20,7.7278,36.32,35.39,35.1,21.13,122.0,4.88
2022-08-21,7.7278,36.32,35.39,35.1,21.13,122.0,4.88
2022-08-22,7.72716,36.32,35.39,35.1,21.13,122.0,4.88
2022-08-23,7.72815,35.65,34.72,35.8,19.88,122.0,4.88
2022-08-24,7.73053,35.65,34.72,35.8,19.88,122.0,4.88
2022-08-25,7.7338,35.65,34.72,35.8,19.88,122.0,4.88
2022-08-26,7.73368,35.65,34.72,35.8,19.88,122.0,4.88
2022-08-27,7.73368,35.65,34.72,35.8,19.88,122.0,4.88
